cpu_name,passmark_score,passmark_rank,passmark_value
Intel Core i9-9900B @ 3.10GHz,15893,1139,
Intel Core i9-9900K @ 3.60GHz,18100,1013,53.66
Intel Core i9-9900KF @ 3.60GHz,18034,1018,63.95
Intel Core i9-9900KS @ 4.00GHz,19386,940,13.96
Intel Core i9-9900T @ 2.10GHz,13112,1323,29.87
Intel Core i9-9900X @ 3.50GHz,21650,810,79.35
Intel Core i9-9920X @ 3.50GHz,24760,671,39.06
Intel Core i9-9940X @ 3.30GHz,28067,554,28.1
Intel Core i9-9960X @ 3.10GHz,29739,505,148.65
Intel Core i9-9980HK @ 2.40GHz,13947,1263,23.92
Intel Core i9-9980XE @ 3.00GHz,31440,454,20.97
Intel Core i9-9990XE @ 4.00GHz,30162,495,13.94
Intel Core M-5Y10 @ 0.80GHz,1644,3811,
Intel Core M-5Y10a @ 0.80GHz,1905,3624,
Intel Core M-5Y10c @ 0.80GHz,1905,3623,6.78
Intel Core M-5Y31 @ 0.90GHz,1891,3633,
Intel Core M-5Y51 @ 1.10GHz,2015,3547,
Intel Core M-5Y70 @ 1.10GHz,1890,3634,
Intel Core M-5Y71 @ 1.20GHz,1972,3571,7.02
Intel Core m3-6Y30 @ 0.90GHz,2181,3445,7.76
Intel Core m3-7Y30 @ 1.00GHz,2427,3281,
Intel Core m3-7Y32 @ 1.10GHz,2693,3119,
Intel Core m3-8100Y @ 1.10GHz,2764,3088,9.84
Intel Core m5-6Y54 @ 1.10GHz,2288,3369,
Intel Core m5-6Y57 @ 1.10GHz,2341,3341,
Intel Core m5-7Y54 @ 1.20GHz,1475,3934,
Intel Core m7-6Y75 @ 1.20GHz,2354,3332,
Intel Core Solo T1300 @ 1.66GHz,210,5364,
Intel Core Solo T1350 @ 1.86GHz,194,5389,
Intel Core Solo T1400 @ 1.83GHz,253,5300,
Intel Core Solo U1300 @ 1.06GHz,127,5484,
Intel Core Solo U1400 @ 1.20GHz,130,5482,
Intel Core Solo U1500 @ 1.33GHz,164,5435,
Intel Core Ultra 5 115U,11461,1436,
Intel Core Ultra 5 125H,20667,863,
Intel Core Ultra 5 125U,17023,1076,46.9
Intel Core Ultra 5 134U,13166,1315,39.66
Intel Core Ultra 5 135H,22093,784,
Intel Core Ultra 5 135U,16812,1088,
Intel Core Ultra 5 225,30296,489,143.09
Intel Core Ultra 5 225F,31334,456,204.81
Intel Core Ultra 5 225H,28698,532,
Intel Core Ultra 5 225T,26328,613,
Intel Core Ultra 5 225U,18367,991,
Intel Core Ultra 5 226V,18270,998,
Intel Core Ultra 5 228V,17183,1068,
Intel Core Ultra 5 230F,33185,418,
Intel Core Ultra 5 235,40004,328,148.17
Intel Core Ultra 5 235H,29372,515,
Intel Core Ultra 5 235HX,40122,327,
Intel Core Ultra 5 235T,31994,442,129.53
Intel Core Ultra 5 235U,17319,1060,52.17
Intel Core Ultra 5 236V,18317,994,45.45
Intel Core Ultra 5 238V,18281,997,40.27
Intel Core Ultra 5 245,39710,333,
Intel Core Ultra 5 245HX,40333,323,
Intel Core Ultra 5 245K,43401,292,195.5
Intel Core Ultra 5 245KF,43249,294,216.26
Intel Core Ultra 5 245T,30898,470,114.44
Intel Core Ultra 5 332,15471,1157,
Intel Core Ultra 5 338H,30575,478,
Intel Core Ultra 7 155H,24686,675,49.08
Intel Core Ultra 7 155U,16172,1122,33.0
Intel Core Ultra 7 164U,12686,1356,
Intel Core Ultra 7 165H,25935,626,
Intel Core Ultra 7 165U,16869,1086,
Intel Core Ultra 7 255H,30767,472,
Intel Core Ultra 7 255HX,49342,238,
Intel Core Ultra 7 255U,17871,1030,
Intel Core Ultra 7 256V,19601,926,
Intel Core Ultra 7 258V,18967,955,
Intel Core Ultra 7 265,49695,235,152.06
Intel Core Ultra 7 265F,49615,236,179.77
Intel Core Ultra 7 265H,34669,391,
Intel Core Ultra 7 265HX,48886,244,
Intel Core Ultra 7 265K,58715,162,203.17
Intel Core Ultra 7 265KF,58615,163,197.62
Intel Core Ultra 7 265T,40210,325,
Intel Core Ultra 7 265U,17891,1029,
Intel Core Ultra 7 266V,19471,932,37.44
Intel Core Ultra 7 268V,19601,925,
Intel Core Ultra 7 270K Plus,64360,129,
Intel Core Ultra 7 356H,34890,385,
Intel Core Ultra 7 365,22249,775,
Intel Core Ultra 7 366H,34386,398,
Intel Core Ultra 9 185H,29319,516,
Intel Core Ultra 9 275HX,56077,193,
Intel Core Ultra 9 285,57406,177,106.5
Intel Core Ultra 9 285H,34421,395,52.87
Intel Core Ultra 9 285HX,57698,173,
Intel Core Ultra 9 285K,67426,114,116.86
Intel Core Ultra 9 285T,36494,365,66.47
Intel Core Ultra 9 288V,20228,895,
Intel Core Ultra X7 358H,32288,437,
Intel Core Ultra X7 368H,32371,435,
Intel Core2 6320 @ 1.86GHz,849,4557,28.29
Intel Core2 Duo E4300 @ 1.80GHz,588,4871,15.08
Intel Core2 Duo E4400 @ 2.00GHz,738,4693,36.9
Intel Core2 Duo E4500 @ 2.20GHz,745,4681,67.72
Intel Core2 Duo E4600 @ 2.40GHz,881,4520,5.57
Intel Core2 Duo E4700 @ 2.60GHz,1010,4378,37.44
Intel Core2 Duo E6300 @ 1.86GHz,652,4807,7.25
Intel Core2 Duo E6320 @ 1.86GHz,724,4710,18.11
Intel Core2 Duo E6400 @ 2.13GHz,774,4643,25.85
Intel Core2 Duo E6420 @ 2.13GHz,784,4632,19.6
Intel Core2 Duo E6540 @ 2.33GHz,808,4595,
Intel Core2 Duo E6550 @ 2.33GHz,910,4486,68.43
Intel Core2 Duo E6600 @ 2.40GHz,938,4456,53.74
Intel Core2 Duo E6700 @ 2.66GHz,975,4417,32.51
Intel Core2 Duo E6750 @ 2.66GHz,1031,4353,100.11
Intel Core2 Duo E6850 @ 3.00GHz,1164,4203,22.73
Intel Core2 Duo E7200 @ 2.53GHz,1002,4388,21.33
Intel Core2 Duo E7300 @ 2.66GHz,988,4402,19.78
Intel Core2 Duo E7400 @ 2.80GHz,1047,4339,21.37
Intel Core2 Duo E7500 @ 2.93GHz,1159,4209,7.78
Intel Core2 Duo E7600 @ 3.06GHz,1150,4220,9.59
Intel Core2 Duo E8135 @ 2.40GHz,998,4391,
Intel Core2 Duo E8135 @ 2.66GHz,1020,4368,
Intel Core2 Duo E8200 @ 2.66GHz,1144,4227,15.05
Intel Core2 Duo E8235 @ 2.80GHz,1020,4367,
Intel Core2 Duo E8290 @ 2.83GHz,1408,3997,
Intel Core2 Duo E8300 @ 2.83GHz,1057,4328,52.89
Intel Core2 Duo E8335 @ 2.66GHz,1082,4294,
Intel Core2 Duo E8335 @ 2.93GHz,1079,4298,
Intel Core2 Duo E8400 @ 3.00GHz,1220,4150,52.96
Intel Core2 Duo E8435 @ 3.06GHz,1104,4264,18.41
Intel Core2 Duo E8500 @ 3.16GHz,1302,4075,11.84
Intel Core2 Duo E8600 @ 3.33GHz,1378,4017,13.93
Intel Core2 Duo L7100 @ 1.20GHz,467,5021,
Intel Core2 Duo L7300 @ 1.40GHz,536,4945,
Intel Core2 Duo L7400 @ 1.50GHz,516,4968,
Intel Core2 Duo L7500 @ 1.60GHz,663,4795,
Intel Core2 Duo L7700 @ 1.80GHz,677,4770,
Intel Core2 Duo L7800 @ 2.00GHz,680,4765,
Intel Core2 Duo L9300 @ 1.60GHz,690,4755,
Intel Core2 Duo L9600 @ 2.13GHz,788,4626,
Intel Core2 Duo P7350 @ 2.00GHz,725,4709,36.28
Intel Core2 Duo P7370 @ 2.00GHz,790,4622,
Intel Core2 Duo P7450 @ 2.13GHz,807,4597,20.18
Intel Core2 Duo P7550 @ 2.26GHz,803,4604,3.49
Intel Core2 Duo P7570 @ 2.26GHz,888,4506,
Intel Core2 Duo P8400 @ 2.26GHz,864,4537,2.91
Intel Core2 Duo P8600 @ 2.40GHz,862,4540,17.52
Intel Core2 Duo P8700 @ 2.53GHz,966,4426,11.37
Intel Core2 Duo P8800 @ 2.66GHz,944,4447,16.57
Intel Core2 Duo P9300 @ 2.26GHz,983,4409,
Intel Core2 Duo P9500 @ 2.53GHz,1007,4385,1.01
Intel Core2 Duo P9600 @ 2.53GHz,1040,4345,46.23
Intel Core2 Duo P9600 @ 2.66GHz,1093,4273,
Intel Core2 Duo P9700 @ 2.80GHz,1178,4194,
Intel Core2 Duo SL9400 @ 1.86GHz,720,4718,2.84
Intel Core2 Duo SP9400 @ 2.40GHz,887,4510,3.12
Intel Core2 Duo SU9400 @ 1.40GHz,529,4956,
Intel Core2 Duo T5200 @ 1.60GHz,470,5015,
Intel Core2 Duo T5250 @ 1.50GHz,557,4919,6.19
Intel Core2 Duo T5270 @ 1.40GHz,427,5054,
Intel Core2 Duo T5300 @ 1.73GHz,530,4955,
Intel Core2 Duo T5450 @ 1.66GHz,584,4878,
Intel Core2 Duo T5470 @ 1.60GHz,590,4868,
Intel Core2 Duo T5500 @ 1.66GHz,576,4890,
Intel Core2 Duo T5550 @ 1.83GHz,629,4828,
Intel Core2 Duo T5600 @ 1.83GHz,677,4767,
Intel Core2 Duo T5670 @ 1.80GHz,633,4825,
Intel Core2 Duo T5750 @ 2.00GHz,708,4731,70.88
Intel Core2 Duo T5800 @ 2.00GHz,641,4815,
Intel Core2 Duo T5850 @ 2.16GHz,721,4714,25.96
Intel Core2 Duo T5870 @ 2.00GHz,706,4734,
Intel Core2 Duo T5900 @ 2.20GHz,677,4769,
Intel Core2 Duo T6400 @ 2.00GHz,739,4691,49.27
Intel Core2 Duo T6500 @ 2.10GHz,755,4667,50.36
Intel Core2 Duo T6570 @ 2.10GHz,774,4642,20.11
Intel Core2 Duo T6600 @ 2.20GHz,806,4599,20.17
Intel Core2 Duo T6670 @ 2.20GHz,841,4569,
Intel Core2 Duo T7100 @ 1.80GHz,605,4852,40.35
Intel Core2 Duo T7200 @ 2.00GHz,740,4687,8.23
Intel Core2 Duo T7250 @ 2.00GHz,701,4744,3.48
Intel Core2 Duo T7300 @ 2.00GHz,705,4735,7.83
Intel Core2 Duo T7400 @ 2.16GHz,766,4651,5.11
Intel Core2 Duo T7500 @ 2.20GHz,827,4579,14.02
Intel Core2 Duo T7600 @ 2.33GHz,800,4610,8.0
Intel Core2 Duo T7700 @ 2.40GHz,944,4450,7.26
Intel Core2 Duo T7800 @ 2.60GHz,909,4488,1.5
Intel Core2 Duo T8100 @ 2.10GHz,789,4623,10.12
Intel Core2 Duo T8300 @ 2.40GHz,899,4497,8.25
Intel Core2 Duo T9300 @ 2.50GHz,985,4407,10.38
Intel Core2 Duo T9400 @ 2.53GHz,1008,4382,28.83
Intel Core2 Duo T9500 @ 2.60GHz,1025,4361,9.49
Intel Core2 Duo T9550 @ 2.66GHz,989,4400,3.31
Intel Core2 Duo T9600 @ 2.80GHz,1091,4280,19.85
Intel Core2 Duo T9800 @ 2.93GHz,1186,4184,2.8
Intel Core2 Duo T9900 @ 3.06GHz,1213,4155,3.04
Intel Core2 Duo U7300 @ 1.30GHz,537,4941,
Intel Core2 Duo U7500 @ 1.06GHz,408,5080,
Intel Core2 Duo U7600 @ 1.20GHz,347,5156,
Intel Core2 Duo U7700 @ 1.33GHz,420,5062,
Intel Core2 Duo U9300 @ 1.20GHz,434,5044,
Intel Core2 Duo U9600 @ 1.60GHz,595,4860,
Intel Core2 Extreme Q6800 @ 2.93GHz,2218,3420,1.97
Intel Core2 Extreme Q6850 @ 3.00GHz,2250,3401,1.5
Intel Core2 Extreme Q9200 @ 2.40GHz,2011,3553,
Intel Core2 Extreme Q9300 @ 2.53GHz,1912,3610,
Intel Core2 Extreme X6800 @ 2.93GHz,1118,4252,4.24
Intel Core2 Extreme X7800 @ 2.60GHz,1138,4233,
Intel Core2 Extreme X7900 @ 2.80GHz,1115,4256,6.97
Intel Core2 Extreme X9000 @ 2.80GHz,1108,4261,2.7
Intel Core2 Extreme X9100 @ 3.06GHz,1193,4178,1.4
Intel Core2 Extreme X9650 @ 3.00GHz,2434,3274,2.83
Intel Core2 Extreme X9750 @ 3.16GHz,2348,3337,
Intel Core2 Extreme X9770 @ 3.20GHz,2701,3115,1.68
Intel Core2 Extreme X9775 @ 3.20GHz,2780,3075,1.54
Intel Core2 Quad Q6600 @ 2.40GHz,1840,3670,20.46
Intel Core2 Quad Q6700 @ 2.66GHz,2093,3495,16.11
Intel Core2 Quad Q8200 @ 2.33GHz,1811,3692,28.3
Intel Core2 Quad Q8300 @ 2.50GHz,1915,3609,24.21
Intel Core2 Quad Q8400 @ 2.66GHz,2079,3505,16.13
Intel Core2 Quad Q9000 @ 2.00GHz,1597,3845,13.22
Intel Core2 Quad Q9100 @ 2.26GHz,1806,3696,4.68
Intel Core2 Quad Q9300 @ 2.50GHz,2012,3551,52.9
Intel Core2 Quad Q9400 @ 2.66GHz,2160,3456,86.23
Intel Core2 Quad Q9450 @ 2.66GHz,2203,3427,61.71
Intel Core2 Quad Q9500 @ 2.83GHz,2241,3406,45.73
Intel Core2 Quad Q9505 @ 2.83GHz,2176,3449,43.53
Intel Core2 Quad Q9550 @ 2.83GHz,2370,3319,49.37
Intel Core2 Quad Q9650 @ 3.00GHz,2512,3230,13.23
Intel Core2 Solo U2100 @ 1.06GHz,233,5333,
Intel Core2 Solo U3500 @ 1.40GHz,272,5274,
Intel CoreT i5-1350P,19429,936,
Intel CoreTM Ultra 5 115U,12771,1346,
Intel N100,5352,2262,41.82
Intel N150,5409,2248,
Intel N200,4644,2417,24.06
Intel N250,4785,2383,
Intel N50,2609,3176,
Intel N95,5297,2280,
Intel N97,5860,2133,45.78
Intel Pentium 1403 @ 2.60GHz,1851,3658,
Intel Pentium 1403 v2 @ 2.60GHz,2284,3375,
Intel Pentium 2020M @ 2.40GHz,1414,3992,10.55
Intel Pentium 2030M @ 2.50GHz,1415,3990,10.56
Intel Pentium 2117U @ 1.80GHz,1009,4380,7.53
Intel Pentium 2127U @ 1.90GHz,1076,4303,8.03
Intel Pentium 2129Y @ 1.10GHz,587,4874,4.38
Intel Pentium 3550M @ 2.30GHz,1339,4041,6.2
Intel Pentium 3556U @ 1.70GHz,1073,4310,
Intel Pentium 3558U @ 1.70GHz,1043,4342,
Intel Pentium 3560M @ 2.40GHz,1345,4038,35.41
Intel Pentium 3560Y @ 1.20GHz,887,4511,
Intel Pentium 3805U @ 1.90GHz,1197,4172,
Intel Pentium 3825U @ 1.90GHz,1400,4003,
Intel Pentium 4 1.50GHz,86,5520,
Intel Pentium 4 1.60GHz,84,5521,
Intel Pentium 4 1.70GHz,86,5519,
Intel Pentium 4 1.80GHz,115,5502,
Intel Pentium 4 1.90GHz,104,5510,
Intel Pentium 4 1300MHz,77,5525,
Intel Pentium 4 1400MHz,83,5522,
Intel Pentium 4 1500MHz,81,5523,
Intel Pentium 4 1700MHz,100,5513,1.18
Intel Pentium 4 1800MHz,114,5504,
Intel Pentium 4 2.00GHz,133,5477,
Intel Pentium 4 2.20GHz,157,5444,
Intel Pentium 4 2.26GHz,151,5454,
Intel Pentium 4 2.40GHz,131,5480,
Intel Pentium 4 2.50GHz,160,5439,
Intel Pentium 4 2.53GHz,162,5437,
Intel Pentium 4 2.60GHz,223,5351,
Intel Pentium 4 2.66GHz,157,5443,
Intel Pentium 4 2.80GHz,240,5320,
Intel Pentium 4 2.93GHz,150,5455,
Intel Pentium 4 3.00GHz,312,5222,
Intel Pentium 4 3.06GHz,264,5287,
Intel Pentium 4 3.20GHz,328,5198,
Intel Pentium 4 3.40GHz,300,5236,
Intel Pentium 4 3.46GHz,295,5242,
Intel Pentium 4 3.60GHz,315,5214,
Intel Pentium 4 3.73GHz,385,5116,
Intel Pentium 4 3.80GHz,384,5121,
Intel Pentium 4 3.83GHz,154,5449,
Intel Pentium 4 Mobile 1.60GHz,116,5500,
Intel Pentium 4 Mobile 1.80GHz,114,5503,
Intel Pentium 4 Mobile 1.90GHz,136,5474,
Intel Pentium 4 Mobile 2.00GHz,132,5479,
Intel Pentium 4405U @ 2.10GHz,2124,3478,
Intel Pentium 4405Y @ 1.50GHz,1490,3929,
Intel Pentium 4410Y @ 1.50GHz,1441,3962,1.82
Intel Pentium 4415U @ 2.30GHz,2255,3395,
Intel Pentium 4415Y @ 1.60GHz,1582,3853,9.83
Intel Pentium 4417U @ 2.30GHz,2259,3391,14.03
Intel Pentium 4425Y @ 1.70GHz,1699,3768,10.55
Intel Pentium 5405U @ 2.30GHz,2239,3409,13.91
Intel Pentium 6405U @ 2.40GHz,2364,3327,14.68
Intel Pentium 6805 @ 1.10GHz,4424,2470,27.48
Intel Pentium 957 @ 1.20GHz,622,4835,4.64
Intel Pentium 967 @ 1.30GHz,643,4814,
Intel Pentium 987 @ 1.50GHz,697,4746,
Intel Pentium 997 @ 1.60GHz,811,4594,
Intel Pentium A1018 @ 2.10GHz,1188,4181,
Intel Pentium A1020 @ 2.41GHz,1167,4200,
Intel Pentium B940 @ 2.00GHz,890,4504,9.89
Intel Pentium B950 @ 2.10GHz,1018,4369,
Intel Pentium B960 @ 2.20GHz,1022,4362,26.43
Intel Pentium B970 @ 2.30GHz,1096,4269,21.5
Intel Pentium B980 @ 2.40GHz,1090,4283,30.44
Intel Pentium D 3.40GHz,782,4635,
Intel Pentium D 805 @ 2.66GHz,374,5132,
Intel Pentium D 830 @ 3.00GHz,579,4885,
Intel Pentium D 915 @ 2.80GHz,468,5018,
Intel Pentium D 940 @ 3.20GHz,585,4875,
Intel Pentium D 950 @ 3.40GHz,704,4737,
Intel Pentium D 960 @ 3.60GHz,822,4584,
Intel Pentium D1508 @ 2.20GHz,3240,2861,25.12
Intel Pentium Dual T2390 @ 1.86GHz,745,4682,
Intel Pentium E2140 @ 1.60GHz,534,4946,5.14
Intel Pentium E2160 @ 1.80GHz,663,4794,13.53
Intel Pentium E2180 @ 2.00GHz,688,4757,35.56
Intel Pentium E2200 @ 2.20GHz,740,4689,29.58
Intel Pentium E2210 @ 2.20GHz,702,4741,
Intel Pentium E2220 @ 2.40GHz,857,4542,26.88
Intel Pentium E5200 @ 2.50GHz,941,4455,20.9
Intel Pentium E5300 @ 2.60GHz,933,4462,10.81
Intel Pentium E5400 @ 2.70GHz,1011,4377,20.63
Intel Pentium E5500 @ 2.80GHz,1068,4316,35.66
Intel Pentium E5700 @ 3.00GHz,1094,4272,73.01
Intel Pentium E5800 @ 3.20GHz,1190,4179,14.88
Intel Pentium E6300 @ 2.80GHz,1032,4352,19.5
Intel Pentium E6500 @ 2.93GHz,1139,4231,31.65
Intel Pentium E6600 @ 3.06GHz,1197,4170,7.98
Intel Pentium E6700 @ 3.20GHz,1175,4195,30.9
Intel Pentium E6800 @ 3.33GHz,1155,4214,46.31
Intel Pentium Extreme Edition 955 @ 3.46GHz,469,5017,15.02
Intel Pentium Extreme Edition 965 @ 3.73GHz,987,4405,
Intel Pentium G2010 @ 2.80GHz,1646,3809,71.66
Intel Pentium G2020 @ 2.90GHz,1702,3767,48.65
Intel Pentium G2020T @ 2.50GHz,1430,3976,30.04
Intel Pentium G2030 @ 3.00GHz,1767,3730,44.2
Intel Pentium G2030T @ 2.60GHz,1597,3844,12.24
Intel Pentium G2100T @ 2.60GHz,1691,3774,
Intel Pentium G2120 @ 3.10GHz,1876,3644,53.6
Intel Pentium G2120T @ 2.70GHz,1613,3826,
Intel Pentium G2130 @ 3.20GHz,1918,3604,44.92
Intel Pentium G2140 @ 3.30GHz,2095,3494,22.03
Intel Pentium G3220 @ 3.00GHz,1888,3635,57.24
Intel Pentium G3220T @ 2.60GHz,1652,3805,82.65
Intel Pentium G3240 @ 3.10GHz,1933,3597,15.71
Intel Pentium G3240T @ 2.70GHz,1693,3773,
Intel Pentium G3250 @ 3.20GHz,2013,3550,31.55
Intel Pentium G3250T @ 2.80GHz,1818,3686,36.36
Intel Pentium G3258 @ 3.20GHz,2061,3515,34.94
Intel Pentium G3260 @ 3.30GHz,2109,3485,72.29
Intel Pentium G3260T @ 2.90GHz,1876,3643,37.53
Intel Pentium G3320TE @ 2.30GHz,1570,3862,
Intel Pentium G3420 @ 3.20GHz,2021,3542,28.17
Intel Pentium G3420T @ 2.70GHz,1912,3612,11.95
Intel Pentium G3430 @ 3.30GHz,2127,3476,23.09
Intel Pentium G3440 @ 3.30GHz,2202,3429,42.71
Intel Pentium G3440T @ 2.80GHz,2107,3487,
Intel Pentium G3450 @ 3.40GHz,2182,3443,18.96
Intel Pentium G3450T @ 2.90GHz,1904,3626,
Intel Pentium G3460 @ 3.50GHz,2114,3482,16.91
Intel Pentium G3460T @ 3.00GHz,2036,3529,
Intel Pentium G3470 @ 3.60GHz,2448,3266,7.79
Intel Pentium G4400 @ 3.30GHz,2565,3199,111.59
Intel Pentium G4400T @ 2.90GHz,2325,3350,122.39
Intel Pentium G4400TE @ 2.40GHz,2190,3439,34.23
Intel Pentium G4500 @ 3.50GHz,2804,3067,70.13
Intel Pentium G4500T @ 3.00GHz,2399,3303,
Intel Pentium G4520 @ 3.60GHz,2670,3133,9.37
Intel Pentium G4560 @ 3.50GHz,3535,2734,38.91
Intel Pentium G4560T @ 2.90GHz,2994,2986,37.44
Intel Pentium G4600 @ 3.60GHz,3625,2713,31.02
Intel Pentium G4600T @ 3.00GHz,3062,2948,25.95
Intel Pentium G4620 @ 3.70GHz,3775,2656,25.17
Intel Pentium G620 @ 2.60GHz,1240,4133,103.35
Intel Pentium G620T @ 2.20GHz,896,4499,9.95
Intel Pentium G630 @ 2.70GHz,1354,4027,18.72
Intel Pentium G630T @ 2.30GHz,1075,4304,12.79
Intel Pentium G640 @ 2.80GHz,1366,4021,37.86
Intel Pentium G640T @ 2.40GHz,1139,4232,12.8
Intel Pentium G645 @ 2.90GHz,1457,3944,17.77
Intel Pentium G645T @ 2.50GHz,1238,4136,5.53
Intel Pentium G6950 @ 2.80GHz,1252,4121,6.02
Intel Pentium G6951 @ 2.80GHz,1383,4012,18.68
Intel Pentium G6952 @ 2.80GHz,995,4394,
Intel Pentium G6960 @ 2.93GHz,1433,3971,
Intel Pentium G840 @ 2.80GHz,1381,4014,2.47
Intel Pentium G850 @ 2.90GHz,1491,3928,44.78
Intel Pentium G860 @ 3.00GHz,1492,3926,21.09
Intel Pentium G870 @ 3.10GHz,1515,3916,22.4
Intel Pentium GOLD 6500Y @ 1.10GHz,2946,3006,
Intel Pentium Gold 7505 @ 2.00GHz,5168,2312,
Intel Pentium Gold 8500,5949,2120,
Intel Pentium Gold 8505,9105,1633,
Intel Pentium Gold G5400 @ 3.70GHz,3736,2672,56.64
Intel Pentium Gold G5400T @ 3.10GHz,3156,2902,52.64
Intel Pentium Gold G5420 @ 3.80GHz,3709,2680,132.52
Intel Pentium Gold G5420T @ 3.20GHz,3370,2809,52.65
Intel Pentium Gold G5500 @ 3.80GHz,3854,2625,29.94
Intel Pentium Gold G5500T @ 3.20GHz,3256,2853,43.41
Intel Pentium Gold G5600 @ 3.90GHz,3844,2628,19.25
Intel Pentium Gold G5600F @ 3.90GHz,4060,2568,135.38
Intel Pentium Gold G5600T @ 3.30GHz,3496,2751,
Intel Pentium Gold G5620 @ 4.00GHz,4251,2511,25.84
Intel Pentium Gold G6400 @ 4.00GHz,4101,2552,61.45
Intel Pentium Gold G6400E @ 3.80GHz,3908,2609,49.46
Intel Pentium Gold G6400T @ 3.40GHz,3552,2730,55.5
Intel Pentium Gold G6405 @ 4.10GHz,3823,2638,42.49
Intel Pentium Gold G6405T @ 3.50GHz,3128,2911,48.87
Intel Pentium Gold G6500 @ 4.10GHz,4185,2524,66.44
Intel Pentium Gold G6500T @ 3.50GHz,3764,2660,50.18
Intel Pentium Gold G6505 @ 4.20GHz,4371,2483,58.28
Intel Pentium Gold G6505T @ 3.60GHz,3698,2684,41.08
Intel Pentium Gold G6600 @ 4.20GHz,4223,2518,17.6
Intel Pentium Gold G6605 @ 4.30GHz,4488,2452,23.13
Intel Pentium Gold G7400,6714,1966,61.02
Intel Pentium Gold G7400E,6200,2061,78.48
Intel Pentium Gold G7400T,5274,2283,82.4
Intel Pentium III 1400 @ 1400MHz,193,5391,
Intel Pentium III 1400S @ 1400MHz,194,5387,
Intel Pentium III Mobile 1066MHz,160,5438,
Intel Pentium III Mobile 1133MHz,164,5436,
Intel Pentium III Mobile 1200MHz,156,5446,
Intel Pentium III Mobile 800MHz,119,5496,1.51
Intel Pentium III Mobile 866MHz,99,5514,9.89
Intel Pentium J2850 @ 2.41GHz,1016,4371,
Intel Pentium J2900 @ 2.41GHz,1255,4116,
Intel Pentium J3710 @ 1.60GHz,1423,3987,
Intel Pentium J4205 @ 1.50GHz,2310,3360,
Intel Pentium J6426 @ 2.00GHz,4029,2574,50.36
Intel Pentium M 1.10GHz,184,5406,
Intel Pentium M 1.20GHz,199,5376,
Intel Pentium M 1.30GHz,196,5382,
Intel Pentium M 1.40GHz,225,5348,
Intel Pentium M 1.50GHz,240,5321,
Intel Pentium M 1.60GHz,194,5388,
Intel Pentium M 1.70GHz,239,5322,
Intel Pentium M 1.73GHz,205,5372,
Intel Pentium M 1.80GHz,280,5260,
Intel Pentium M 1.86GHz,222,5353,
Intel Pentium M 1000MHz,156,5447,
Intel Pentium M 1200MHz,155,5448,
Intel Pentium M 1300MHz,197,5380,
Intel Pentium M 1400MHz,208,5366,
Intel Pentium M 1500MHz,188,5401,
Intel Pentium M 1600MHz,193,5394,
Intel Pentium M 1700MHz,237,5327,
Intel Pentium M 2.00GHz,270,5276,
Intel Pentium M 2.10GHz,292,5248,
Intel Pentium M 2.13GHz,234,5332,
Intel Pentium M 2.26GHz,227,5345,
Intel Pentium M 900MHz,141,5466,
Intel Pentium N3510 @ 1.99GHz,942,4453,
Intel Pentium N3520 @ 2.16GHz,1144,4226,
Intel Pentium N3530 @ 2.16GHz,1149,4221,
Intel Pentium N3540 @ 2.16GHz,1203,4162,4.8
Intel Pentium N3700 @ 1.60GHz,1249,4124,2.81
Intel Pentium N3710 @ 1.60GHz,1383,4011,
Intel Pentium N4200 @ 1.10GHz,2162,3455,9.45
Intel Pentium N6415 @ 1.20GHz,2759,3092,34.48
Intel Pentium P6000 @ 1.87GHz,835,4575,
Intel Pentium P6100 @ 2.00GHz,879,4522,47.68
Intel Pentium P6200 @ 2.13GHz,936,4458,37.52
Intel Pentium P6300 @ 2.27GHz,917,4476,
Intel Pentium Silver A1030 @ 2.00GHz,1380,4016,
Intel Pentium Silver J5005 @ 1.50GHz,3119,2917,5.98
Intel Pentium Silver J5040 @ 2.00GHz,3252,2857,
Intel Pentium Silver N5000 @ 1.10GHz,2592,3182,16.1
Intel Pentium Silver N5020 @ 1.10GHz,3404,2785,
Intel Pentium Silver N5030 @ 1.10GHz,2540,3216,
Intel Pentium Silver N6000 @ 1.10GHz,2959,3001,
Intel Pentium Silver N6005 @ 2.00GHz,5253,2289,
Intel Pentium SU2700 @ 1.30GHz,244,5312,
Intel Pentium SU4100 @ 1.30GHz,506,4979,
Intel Pentium T2060 @ 1.60GHz,330,5196,
Intel Pentium T2080 @ 1.73GHz,341,5169,2.27
Intel Pentium T2130 @ 1.86GHz,382,5123,
Intel Pentium T2310 @ 1.46GHz,538,4940,
Intel Pentium T2330 @ 1.60GHz,533,4950,5.92
Intel Pentium T2370 @ 1.73GHz,565,4903,22.61
Intel Pentium T2390 @ 1.86GHz,540,4934,
Intel Pentium T2410 @ 2.00GHz,566,4902,
Intel Pentium T3200 @ 2.00GHz,672,4778,55.97
Intel Pentium T3400 @ 2.16GHz,664,4792,7.38
Intel Pentium T4200 @ 2.00GHz,728,4705,7.35
Intel Pentium T4300 @ 2.10GHz,781,4637,7.89
Intel Pentium T4400 @ 2.20GHz,791,4620,7.19
Intel Pentium T4500 @ 2.30GHz,849,4556,28.34
Intel Pentium U5400 @ 1.20GHz,552,4923,
Intel Pentium U5600 @ 1.33GHz,624,4832,
